Student ID,Unit Number,Comments,Satisfaction
830,56,tutorials with <>,5
831,365,The content was made interesting through looking at success stories and examples that relate from the real world to the content learned each week.,5
832,118,The building part of the group project,5
833,135,"Relevant, up to date and interesting subject matter.",5
834,344,No text book to purchase.,5
835,141,"The lectures and tutorials. Lectures are super interesting, and the tutes are always enjoyable to attend in a way that made the work easy to understand and complete.",5
836,230,"<>, she relates real-world experience terrifically",5
837,135,Looking at different cultures when it comes to movies and representation.,5
838,144,"the unit was very well organised. The weekly tests, although a bit anxiety inducing, defiantly kept me on my toes each week so i didn't get too far behind at any given time. They were about the right level of difficulty i believe.",5
839,54,The usefulness of resources and guides,5
840,404,The portfolio aspect to the unit,5
828,365,being encouraged to speak up and voice our thoughts and opinions.,5
841,455,The way <> provided the information with examples to foster better understanding,5
842,63,the tutorials.,5
843,302,Assignment is good style,5
844,456,"Switching up lectures between <>, <>, and the guest lecturer help to keep things fresh, I particularly enjoyed the city excursion and seeing the library's special collection, I also like the online studio tutorials, in some ways I find them more useful than in-person tutes.",5
845,135,"The interesting lectures and video examples 
Learning about terrorism (and other topical things)
Doing the <> call in the week <> tutorial",5
809,457,Knowledgable teachers.,5
842,458,The online lectures. I like not having to physically go to the university.,5
846,11,The videos provided by <> on each <> topic,5
71,297,The quality time of the Labs and ability to use this time for assignments,5
847,459,main assignment,5
848,55,The online quizzes used as practice for the online test,5
849,63,Going through worksheets in the lectures was very helpful,5
846,458,The lectures are extremely helpful and easy to follow,5
850,460,Assignments,5
851,461,learning material and course is interactive,5
852,462,project work.,5
853,459,Content,5
854,463,"- Broad and clear briefs 
- Supportive teachers 
- opportunity to be creative in a variety of ways",5
855,220,That it was pretty much the same as year 12.,5
856,393,"The unit was helpful in some aspects, such as learning to use a server virtual machine.",5
857,63,"<> was a great teacher and lecturer. Very supportive, encouraging and friendly.",5
858,367,I liked the practical work we did in the tutorial (draft statement of defense),5
859,297,Applying the theory to the assignments,5
860,55,tutorials,5
843,464,Material is good.,5
861,365,The interactive side of it.,5
862,365,"I think I liked that we were forced to do something for social change, because otherwise it would be too easy. I'm glad you ditched the idea that we all had the same 3 topics and let us do our own thing. 
Kahoot was fun. Cheesy as anything, but it was fun. Kept us engaged. 
The lectures were a lot of what I consider common sense, but <> kept it engaging. 
I liked we had to do a business pitch. It was tough and I've really learnt a lot about them now. I think I could actually do one in real life if I wanted to.
<> assignment was OK, but I think you should actually have to make one and then write what you want to do in the future in the essay, rather than mocking up a template. That way, everyone will have a real LinkedIn which is useful in the long run! And they can still show they have plans on what they'd like to add.
<>, and study group was great! It was nice just having somewhere to go and talk to others in the subject. Keep it going if you can!",5
863,66,There were some thought provoking ideas and the idea of social media account managing experience was a valuable opportunity for those who were interested; great idea.,5
823,91,every bit was interesting,5
809,465,Interesting subjects covered and lecturers are very kind.,5
864,218,everything it was all very engaging and fun,5
863,466,Managed to get most students somewhat competent in using a manual camera,5
865,22,Conducting an interview and listing down the requirements as part of our assignments. It gave me practical experience about one of the roles of a <>,5
866,355,I enjoyed the communications plan assignment.,5
867,467,Assignments,5
868,11,The youtube videos,5
850,413,having a good convenor for our batch.,5
869,43,Tutorials are very organized.,5
870,468,good unit overall and relevant to my future.,5
871,460,The teaching and explanation of the related topic(s).,5
872,171,Very clear briefs - always knew what was expected of us.,5
72,52,"This course was concise, clear and gave all the information up front.  <> continued to reiterate each week what was due and how to best engage with the class.  Following his instructions made the course easier to follow than I had anticipated when I started the semester",5
873,63,The interactive lectures. Going through the questions step by step helped consolidate my learning,5
874,465,"Really friendly teachers, always willing to help",5
875,297,"Group assignments, meeting new people.",5
876,60,I really enjoyed this unit and exploring the journey to make a game.,5
877,413,Quite practical,5
878,348,"Almost everything about this unit was enjoyable, save for watching the tutor's wither under their workload.",5
879,196,Most of the pracs,5
880,171,Having individual elements that are marked which distinguish each person in the groups individual mark. Also scanning in chapters from helpful books and sources for students to easily access on blackboard.,5
823,250,"I liked the subject, it was very interesting and is very helpful. I liked almost everything about it.",5
881,231,"The broad range of topics within the unit kept the unit nice and upbeat, thus keeping me interested.",5
882,132,The small amount of  coding that we did.,5
844,365,"I like how different the unit is from other business units, and how it's more about discovering our own strengths.",5
883,400,use of Greentree tool.,5
884,66,The wide range of knowledge and expertise of <> and staff. I learnt a range of different things,5
837,297,Our group assignments.,5
844,371,The engaging lectures and stimulating tutorial discussions.,5
869,400,The concepts are pretty well presented.,5
869,261,<> has been excellent in his delivery,5
885,297,Having practical lessons,5
886,113,the early lab work,5
81,16,"<> for one! Makes every lesson extremely engaging and I feel like I learn as much as I would reading an entire book as I do listening to <> for an hour. I love the screenings in the <>, the environment is ideal for seeing films the way they are intended to be screened with beautiful sound and visuals. It also creates a good sense of community amongst the students and class discussions in tutorials are always engaging and inviting.",5
856,397,The unit is very interesting and I have learnt an astronomical amount.,5
887,469,"all the assignment helps to review subject matters well because they organized two written assignment in this unit. It well organized because it set by 1st and 2nd part of the lectures,. It helps to motivate us to do studies. So, finally we hav'nt extra pressure for the final exam. Not only that Presentation assignment improve our team work ability, presentation ability... etc.",5
843,470,Class project is good setting that can be able to prepare next topic.,5
888,471,Lecturer's knowledge in state of the the art tech is amazing. Learnt new techs and developing techs.,5
75,311,Learning provides sufficient resources for students to help them improve with their studies.,5
880,258,"The different variety of assignments we where given, none of it was the same. Also there was enough opportunities to get feedback pf work.",5
884,378,"The wide range of topics covered, especially with how relevant they are to today's society. All engaging topics.",5
889,472,<> lectures and the fact that he did a different analysis for each class and we had access to the other classes lectures.,5
890,297,The detail that was put into the lectures.,5
891,367,Content,5
892,439,TCP protocol and uses,5
76,45,"The online test very helpful because let us to study topic by topic. 
The answers that we get after the tutorial, because sometimes we don't have a lot time to solve all the questions. 
The steps to explain each part whether if excel, formula or any example was very helpful and make the unit much easy",5
71,135,Interesting range of topics covered in the lecture,5
893,473,I love the way the lecturer explaines and gives examples of IS/IT Risk Management,5
894,460,responding to the students questions,5
895,132,learning aws and getting the credit limit for trying the aws features.,5
896,16,- the range of films and the enthusiasm in my teachers,5
897,161,lectures were well organised,5
898,461,"Good intro to many different aspects of website development. Great to look at a bunch of languages and get an end to end idea of the space. 
The lab work was very well organised and explanatory to lead you into each task. Assignments do a good job of summarising it all up.",5
899,243,The classes were well structured.,5
900,67,"Every class felt like it served a purpose, and I always learnt something. Discussion was always great, and engaging.",5
901,397,Lecturer has the same name as me,5
902,67,"<> was very helpful and I learnt a lot about production management. I think that the assessment task were very useful in showing exactly what it is like to be a producer which is what the class is all about. There was a good balance of examples, theory and in class practical work.",5
80,231,case studies,5
903,439,"That there is a coding assignment. Other than that, pretty much nil.",5
904,457,"The examples provided in grammar class (Eg:""<>?? <>"")
The comprehension completed with the reading was extensive
The games in speaking class, such as the business card and the schedules. They made it so much fun.",5
905,348,"Everything. Class based units are always the best for learning and this is no exception. Everything is laid out nicely, Easy to follow and complete.",5
906,70,"The consistent feedback that is delivered in this unit is wonderful, and should be applied to all units with practical based study. I felt encouraged to pursue my ideas each time I talked to <>. The introduction of submitting to a legitimate <>, with the opportunity to be screened, is also a great learning process and very exciting.",5
899,76,"The lectures were very informative and I learnt a lot during the lectures. Norman has been a great teacher and has been very patient, and really helpful during this unit.",5
907,67,<> and her experience in the industry shining through her work.,5
908,369,the teacher and her commitment and passion for the students,5
891,61,Assignment,5
883,43,assignments and there was no exam.,5
909,280,"The creative aspects, thinking and drawing our ideas. This is a fun unit.",5
910,409,<> is awesome,5
911,311,everything,5
912,427,"Designing web pages, choosing their visual elements. Doing short lab tasks, learning Javascript.",5
913,474,The <> teachings. I didn't know much about <> design and I found it very interesting. The lectures we great for people who didn't know about <>.,5
914,73,Both of the teachers are friendly and very supportive and always willing to help with the inquiries regarding the subject.,5
915,473,Everything was perfect.,5
916,368,"Blackboard is well organised and there is plenty of useful resources available to support our learning. The brief's are well written and clear making it easy to understand what is required. The class time is used well, going through the content and also spending time working on tasks and gaining feedback.",5
917,369,Working in the workshop and bring our designs is life physically.,5
918,280,Paced us well while teaching us the basics.,5
905,151,Unit was laid out okay. Not many Hiccups in Doubtfire like the Introduction to Programming mess.,5
919,475,In depth feedback from the unit convenor.  Collaboration sessions,5
920,421,guest lectures,5
921,366,"I really liked the polygon pet assignment, that was fun. It all went downhill afterwards...",5
922,37,Structure and organisation.,5
923,476,The opportunity to have an open project as the last assignment.,5
924,475,The unit was designed to accommodate the different needs of the students based on their contexts. This make it very useful and applicable to be implemented in student's current teaching role.,5
925,477,Interaction from <> and the use of his knowledge in getting us to understand the concepts,5
926,474,<> as a teacher was best aspect,5
927,69,Actioning student feedback from the first survey was really encouraging as our concerns as students were being heard.,5
928,187,I guess the first project,5
907,348,"The very detailed aproach to sound design and the use of pro tools, I feel allot more experienced in the program then I thought I would at this stage.",5
929,258,I like that we were pushed to be different and creative in our packaging.,5
930,16,"- history, construction, and discourses of genre
- lecture structure",5
931,329,"one of the best professors, I've come across",5
902,16,The film selection was great and the lectures were very informative,5
932,305,"The detailed step by step processes that clearly show you how to document requirements and draw diagrams (use case, events tables) as well as clear distinction between the traditional approach and the agile approach.",5
76,314,"The unit was well organised / lecture slides the the cases and related it to the book 
The tutorial questions very helpful to install what we have done in the lecture. 
Open book test it is good and bad and the same time/ good because less stress. Bad because much harder and I have find it much harder that the other units.",5
916,463,"Class time is used well. I like how we spend part of the class going through content in a slide show, or doing tutorials showing us how to use the adobe suite and also spending time doing work and gaining one on one feedback from our teachers.",5
896,70,- just being able to create film,5
933,258,the lectures,5
934,25,"Getting taught how to use the cameras, improving as the weeks went on and being involved in lectures.",5
934,368,The resources on blackboard.,5
935,478,The subject had some interesting and relevant concepts. I can see the importance of the subject in relation to the field of engineering.,5
936,376,"Making a website using the tasks, and working with muse.",5
937,70,Access to <> was a really nice resource as it means people can teach themselves useful skills. I was able to explore ideas and projects I would not have explored otherwise.,5
938,70,"working with, and experimenting with, VR technology",5
939,479,In depth explaination about the unit,5
940,35,"The computer labs are enjoyable and can be very detailed so <> helps you with any aspect of learning. Even when I email him for assistance, he responds quite quickly within the day. I also enjoy attending the lectures, <> and <> make them very engaging and have interesting content.",5
941,25,Tutorials were enjoyable in that we would learn about something then immediately be able to go out and try it in an environment where we could easily seek help.,5
936,463,Learning how to use photoshop and illustrator.,5
942,57,"The tutorials were really good as group members were all involved, I particularly like the tips given for public speaking. It helped me a lot by showing videos, a deeper understanding was setting through.",5
943,256,"My tutors help and understanding, very good in class.",5
917,373,the level of detail within the lectures/demos even though they can be lengthy.,5
944,65,How us students gathered together to figure out what this unit wants from us and to fight for a better class.,5
945,300,The practical aspects of the assignments,5
946,369,The creativity allowed.,5
84,67,The clear and detailed explanation of broad aspects of the production process.,5
947,75,it was well structured,5
946,480,The concrete making.,5
925,450,Presentations,5
948,463,The tasks that we complete as a class in the beginning of the lesson are very helpful as they put the computer skills to use and allow students to learn new things.,5
949,184,"Both <> and <> were great lecturers - know their content well and could explain it nicely.
Having guest speakers from DHHS to come in and give their talk in their field of expertise.",5
950,258,"Quite challenging and eye opening, the lectures are great!",5
951,476,access to new softwares,5
952,16,"I believe <> was the best aspect, he was funny and very in depth about the specific films and ways to look at different films.",5
921,60,"changing the rules of the first boardgame we played, that was cool. Writing the report was surprisingly fun as well, I had a lot to say but the word count was for once, a barrier.",5
953,413,the integrate between different types of assessment,5
954,461,Lab material,5
944,481,"- Students with no background in communication design can learn how to visualize the information and develop their graphic skills effectively
- Critique from classmates are really useful for the work outcome",5
955,462,labs,5
956,463,2 major assignments as opposed to loads of smaller tasks.,5
929,482,Actually getting to do photoshoots in the studio environment was great and I feel like I learned a lot about using the lighting equipment.,5
957,448,I enjoyed learning about the different materials to use for drawings during studio as well as the proper techniques to carry out in sketches and renderings.,5
956,376,Tutor is very thorough when introducing assignments and gives plenty of examples,5
958,258,The larger project- Project Two,5
926,65,staff member were really good,5
959,474,"The discussions, site visits, team work

The varying case studies that stimulated all kinds of aspects that could be thought of more sustainably",5
960,483,The initial explanation of basics of reinforced concrete and the involvement of students in the tutorial sessions so they will be well versed with what they must do in the upcoming sessions. I wish the tutorial sessions would also be recorded so that students can review what is been practiced in tuts.,5
961,257,The lectures provided. The readings are fine but it is quite long sometimes.,5
961,453,The teachers are great. Very passionate and sincere in helping every student to be able to learn chinese.,5
962,462,the best aspect if this unit was the project. I learn a lot through this project rather than going to class to listen to something basically I can read myself.,5
963,65,The good thing is we still have four face to face classes instead of online every week,5
964,484,relating them to my real life work experience,5
965,485,Useful materials are provided to students.,5
966,486,"The lectures really opened my mind into ethical issues, and how to think critically in ethical problem-solving. I begun the semester knowing relatively little about how to approach an ethical issue, but by the end felt confident in how to consult the ethical standards and guidelines to work through a problem. 

The assignment was a useful tool for practicing prior to the exam. I received some very detailed feedback from <> which I felt was constructive and gave me insight into what to work on for the exam. 

<> and <> lectures were very insightful, interesting and helpful. I really enjoyed them. A highlight was also the lecture about drug and alcohol services - this was fantastic.

Thank you to all the staff for an enjoyable semester!",5
967,487,"- Seeing the value of using a Program Logic as a tool (collaboratively and individually) to develop and test project frameworks and outcomes,
- Very available and helpful/supportive lecturers",5
968,179,assignment system,5
969,175,Learn to co-operate with team mates.,5
970,412,"The large number of guest speakers, the venue, and the professional atmosphere in which the unit was run.",5
971,73,I really like the tutor and all the resources on blackboard.,5
972,42,The teachers was so supportive. Great assignment template and nooooo exam,5
973,350,Doing exercises that were directly related to each week theme.,5
974,469,"economic concepts as single economy and as a whole, detailed understanding about the major two problems of inflation and unemployment",5
975,209,<> is very knowledgeable and passionate. She offers a lot of support and wisdom through her tutorials.,5
976,73,tutor,5
977,488,Friendly and helpful lecturer,5
978,489,The test system before and after the lecture were best for me as they helped me understand the topics better and realize where I was weak at.,5
972,490,The tutor is very supportive,5
976,68,the tutors/lecturers,5
89,399,communicate with students and listen students opinion in class,5
979,59,good and clear unit,5
980,196,fat and oil,5
981,490,The fact that there was no exam.,5
982,209,the fact we get to choose our final prompt,5
976,358,the lecturers,5
983,365,"Real life benefits, learning opportunities to improve my career and knowledge, amazing tutor & lecturer",5
984,491,the teachers are good but some of them are not experienced enough to convey their experience in the related field.,5
86,492,informative,5
86,493,it was good,5
985,494,the satisfaction of knowing that i've just done 24 months of <> maths in 12 weeks,5
986,72,teach me how to do a business project,5
974,489,"all concepts about descriptive, regression, correlation, hypotheses",5
987,365,MY TEACHERS!!,5
988,63,The worksheets and exercises helped with the understanding of what was being taught and how to apply to actual questions.,5
975,130,"<> was a wonderful tutor, the slideshows she created were very insightful.",5
989,144,"The way teacher describes a chemistry concept, teachers make it very simple to understand. Also, the tutorial class is very helpful to understand the content of the lecture in this week.",5
972,57,My tutor was so kind. Thanks a lot <>,5
976,82,the content was made interesting.,5
990,458,"Good teacher, nice to hear about her own work experiences working with entrepreneurs.",5
974,495,"learning about financial ratios, their interpretation, analysis and also accounting techniques",5
88,11,The way <> took his time to explain in detail of the best way to go and how to be more efficient.,5
991,365,it emphasis teamwork,5
992,161,Clicker Questions,5
993,496,"The video lectures were valuable. I also appreciate the curated selection of readings. Even though I was unable to engage with the material to the extent I would have liked during the available time, I am grateful for this resource as it can be revisited. The industry case study presentations helped provide insight regarding <> in practice, and reality for practitioners. The <> presentation was inspiring. The <> presentation was interesting as it raised the very fundamental quandry about humanity's capacity for ethical behaviour.",5
994,407,I found it interesting to engage on Google Plus as this is a platform I did not use.,5
995,497,the unit assignments,5
996,476,The teacher was good at helping with the software and the overall project,5
997,498,Engaging; discussion board,5
95,78,Content was interesting.,5
998,327,The workshopping and writing exercises and opportunity to ask questions about writing,5
999,499,"The videos, and the instructor.",5
1000,161,The best aspects were physcasts where it was really helpful in understanding some concepts.,5
92,220,Test 1 prep + lectures + tutes,5
98,450,Class engagements,5
1001,407,"I enjoyed the in-class discussions, even though I only made it to two of them! I wasn't always the most involved with the online parts of the class, but I did enjoy them too. It was nice to see everyone communicating and getting involved with others' blogs and the articles they shared.",5
996,25,"Very organised
Clear assignments 
Good explanations of assignments 
Good examples",5
1002,450,- the final self-reflective assignment that allowed me to relate theory and experience,5
1003,384,Topics are linked with activities conducted in class. Facilitation exercise is a good way to learn.,5
1004,500,"Understanding the awesome Aussie culture, history and background.",5
1005,137,The projects.,5
1006,497,it wasnt a super difficult topic,5
1007,388,"The real life input of the teacher, his experience was very insightful!",5
1008,497,"The tutorials, so much more gets done in my tuts than in the lectures.",5
1009,501,a deep analysis of several relevant standards,5
1010,502,I appreciate how assignments and tasks were broken up into smaller sections.,5
1011,206,The tutorials are very engaging,5
1012,75,"I really enjoyed learning about ethical and humanitarian engineering, this is a topic that isn't really covered in any of my other unit(so far), sustainability was introduced in <> but it was unfortunately rushed. I also enjoyed the design part of the unit, <> was really good at taking us through the weekly drawing topics although the 1 hour classes felt a little too short. <> was also a helpful tutor to have in the tutorial sessions as she could answer our questions about the <> Challenge and the course in general.",5
1013,68,Tutorial classes and class work,5
1014,471,The way of teaching the unit. By giving live examples and showing different videos was really helpful. After the content is done the discussion in the class would give the overall of summary of the topic covered.,5
1015,503,All available for students in echo center,5
1016,11,"-Though the amount of content covered was considerable, it never felt overwhelming 
-The lectures were very informative and gave sufficient overviews of the content.",5
95,220,"<> is incredibly helpful and responsive, and very kind!",5
1017,504,Everything,5
1013,430,Labs,5
1018,505,The projects we worked on were relatively interesting and I enjoyed learning about memory usage in the different languages. I am also looking forward to designing my own application.,5
1019,506,Good,5
93,50,Very supportive tutor,5
1020,22,"As it is related to a <> and I am interested in becoming a <>, so I like this unit/subject.",5
1021,61,The unit is interesting.,5
1022,57,This is very useful in professional work,5
1023,226,Better supporting resources as well as organised class.,5
1024,463,The freedom of creativity within the assignments,5
1025,168,Very well organised unit and support from teachers both through blackboard and in person. Enjoyed the direction of the unit it was appropriate as a first year unit while still challenging. Was very good to have a blackboard post every week with what was expected for the next week/what we would be doing in studio.,5
1026,507,Job opportunity,5
1027,94,Challenging :),5
1028,506,it's well organized. And exiting.,5
1029,483,Professor is very sweet,5
1030,435,The blackboard and the weekly revision and the skills exam.,5
1031,489,The structure is very great in helping students keep on top of workload and get the most out of lectures.,5
1032,189,"The structure of the three hour class, rather than two separate tutorials and lectures.",5
1033,155,Having the study group with Millie is fantastic!,5
998,433,the organisation and structure of the unit,5
98,469,Tutorials,5
1034,416,tests,5
1035,508,teacher is funny and we get more motivation from <>,5
999,509,"The organisation of the course, and the teacher.",5
1036,506,Tutorials. We never missed a single tutorial. <> way of interacting is really good.,5
1037,79,Easy concepts to understand by self.,5
995,398,the lectures with daniel,5
1038,506,The lectures delivered were of good quality.,5
1039,416,can assist our final year project,5
1040,25,Looking through images at the beginning of the class.,5
1041,510,Interesting,5
1042,81,Being creative.. coming up with a new product very cool.,5
1002,498,weekly discussion board that were checked and commented by <>,5
1007,320,"The theoretical input in the beginning, as well as the last lecture about the doctorial research was super interesting and actually something I could benefit from.",5
1043,511,<> has a wonderful teaching style which I enjoy.,5
1006,398,everything was super ogranized and made it really easy to learn,5
1044,383,"Group project, diverse project (many different aspects), being able to start the project at mid semester was very nice (unlike many project where you can't do anything before mid october ...)",5
94,509,I really did enjoy relating the knowledge learnt to cases.,5
1040,512,DOING RESEARCH BEFORE DOING.,5
1025,463,The suitable amount of time allocated for each assessment - as a <> year student the pace was very good where I was actually learning each week while still being accountable with appraisals due. Good amount of time to produce good work.,5
96,421,The group assignment was interesting. The lab activities were useful.,5
1045,456,The excursion and the range of activities in the online discussions. I think the online section of the unit has been run really well.,5
1010,326,I really enjoy and am interested in the content.,5
1046,75,"1 hour design tutorials with <>, it was great to get a hands on approach on how we can draw and encapsulate our designs in a visual format",5
1047,155,the lectures are very informative,5
1048,496,"Great to be in a room with the other students, to hear the different perspectives, learn from one another & network.
The format through the two and a half days worked well, which led to greater understanding of the unit and the assessment work expected. 
I enjoyed the relationship and teaching dynamics of <> and <>.",5
1006,161,<> is good,5
1049,137,project management practices,5
1050,500,the engaging teaching style and interesting material,5
1051,231,"I found all of the assessments to be useful and enjoyable, I especially think the essay with two submissions is so, so helpful when trying to learn (or re-learn) essay writing skills.",5
1052,48,Debates,5
1053,57,The method of engagement used by the tutor to make sure everyone understood what was going on.,5
1054,81,THE WAY <> TEACHES IS AMAZING !!!!!!!1,5
1055,298,discussion board,5
1056,226,Hands-on activities.,5
1057,26,The learning materials provided were interesting and engaging,5
1028,439,And the unit is interesting.,5
1035,299,understand customer's reaction and factors that effect their choice,5
1005,513,The assignment levels.,5
1058,461,Good pacing of content and slow step up of difficulty. Good amount of tutorial work that allowed me to learn the basic concepts before getting into more complex tasks.,5
1059,481,"The class dynamic and <> is very helpful with her patience, her knowledge and her consultation.",5
1056,425,The workshop is very helpful.,5
1060,506,Good course content,5
1061,113,<> chapters were very helpful,5
1062,137,"<> patience, understanding and humour",5
1063,25,"The assignments as it allowed a you to explore and learnt how to photograph images well. I also liked the classes with how <> would explain and go over what was in the lecture, in a more in depth talk so we can understand the topic even more.",5
1064,258,"tutor cares about every student, aways ask them do you understand what i said.",5
1040,168,Communicating with others.,5
1065,79,The assignment distribution of this subject is perfect that give us time to learn different things.,5
1066,127,<> Lectures,5
1067,441,"I really enjoyed the longer tutorial time, with the small class sizes. The shorter lectures were also great - the information was succinct and efficient and presented clearly. I liked the small, frequent quizzes to refresh over the material.",5
1060,513,the lesson well organize with each weekly task,5
1068,481,"The approach to teaching, clarity of information, friendly atmosphere.",5
1017,514,Everything,5
1069,295,The labs.,5
1070,54,"Hand executing code was very  helpful in understanding arrays, and I think a lot more of this type of teaching would be very useful.",5
1071,73,The help provided to students when entering this unit,5
1023,308,supportive resources.,5
1072,42,The organisation and use of blackboard - I always knew what was happening for this subject.,5
1073,506,I loved the subject because there is a scope for making ur coding skills of making an appication going in a proper direction by learning this unit and the tutor explains it really well with plenty of examples.,5
1057,395,The lectures were really enjoyable and interesting and <> is very engaging,5
1073,439,The study material provided,5
1074,506,Lab review for prototype,5
1075,137,<> will share the studying skills and working experience; he would use simple examples to explain the theory and provide an easy way to let us understand,5
1061,427,CSS,5
1020,515,I love to attend <> lec and tut both. Very information and entertaining class.,5
1076,458,The two-hour tutorials was the best class of my week. The down to earth teaching by <> made it very pleasant and interesting to be present.,5
1036,137,Tutorial session. <> was supportive and has actual knowledge of project handling. It  makes tutorial session interesting,5
1077,82,- Listening to a victim of homelessness was a very moving and inspiring experience,5
1055,330,tutorials and we got to learn new energy plus software,5
1078,421,<> and <> comfort level with students is outstanding,5
1079,174,"the tutorials. <> was interesting, and most generous with her time and attention.",5
1080,155,"Everything, I thrived in this unit because the lecturer as well as the tutorial teacher were fantastic, I loved the group work I had an amazing group dynamic where we brought out the best in each other. I liked the way the whole class worked together and were eager to learn, the content, teaching and feedback was amazing I have never had such an amazing class, after completing this class I am seriously debating about changing my major to <>",5
1080,42,Lectures were my favourite part,5
1080,456,"The lectures
I really did like the lectures, we had guest speakers which was really good, because all the teachers were interesting to listen to the hour felt like only a minute had gone by. 

I loved the excursion it was so fun thanks to my teachers. I had no idea about how truly special and beautiful the city I have lived in all my life actually was, I am so grateful the teachers took us for the excursion it would definitely have to be my favourite excursion that i have ever been on, every time i pass the arcade and other places on my way to work I remember all the details and back story behind the buildings it's actually really exciting i feel that was a special experience because now when i go to work i pay attention to all of the architecture around me.",5
1081,77,"getting feedback from ben
the questions in the assignments are good, would really make you think",5
1082,231,I thought the unit as a whole provided a good understanding of the history of media,5
1083,506,"For me :
1. The group task thing was very good. it really helped me how to work in a group environment.
2. Every week task submission approach is very impressive as it helps us not leave things for last minute.
3. Personal attention by tutors to help the student individually was good.",5
1084,82,Lectures delivered in a good way,5
1085,19,content is great,5
1086,315,The staff were welcoming and understanding.,5
1087,315,Group work and learning about knew companies.,5
1088,301,assignments taught content well,5
1089,154,My tutor teaching of steps of options and swaps/credit swaps was great,5
1090,11,Its simple,5
1091,284,Case studies allowed those basic principles taught to be applied in different situations.,5
1092,121,The teaching of <>. Learning about the simulation software was really good and it was great to finally have a subject in the <> labs.,5
1093,251,"The lecture structures. Notes are included on BB, but you need to either attend or watch online. I prefer this way.",5
1094,249,<> and other lecturers delivered some excellent content.,5
1090,206,"Lecture notes that were annotated as we went and uploaded for future reference.

Why doesn't everyone do this?!",5
1095,173,"all aspects was good
-PLC
-Solid works
-Project
-Tutorials",5
1096,252,Great content that is really transferable into the workforce. I think this is an important subject and offers useful information into a lot of degree majors and minors.,5
1090,249,"Its straightforward and makes sense, nice to have a theoretical subject thats interesting and informative.",5
1097,284,- availability of materials,5
1098,211,"The tips/tricks we are taught by <> are very useful.
Learning how to do invoices.
Learning different design brainstorming techniques that would've been more useful early on in the degree.",5
103,111,modelling and simulating movement,5
1090,270,New lecturer is 1000% more understanding than <>. And helps explain issues where they lie,5
1099,298,"I like the flexibility of doing this online so I can do my readings and assignments at my own pace. The weekly discussion were also good to serve as a weekly reminder to keep me in check of my progress on the assignments, and it was good to get to read other student's discussion contributions.",5
1100,3,It was better run than the first semester unit.,5
1101,115,It is easy to see how this subject relates to the real world. The first two laboratories are pretty good.,5
1094,270,Learning new concepts,5
105,303,The weekly quizzes kept me at least mostly up to date with study and where we're at. The labs are quite interesting.,5
1095,121,"all aspects:
<>
<> system assembly project 
Hydraulics",5
1102,301,Broad background information in water sector.,5
1103,126,Clearly defined requirements for submissions and assignments,5
1104,3,"In the <> semester, we were provided with support from the start of the Semester and <> who took over the workload from <> deserves all the credit he could get. He was very friendly with everyone and was in communication with the students frequently.",5
1105,248,the order that the subjects were placed i felt made it easier for me to study effectively,5
1106,383,The guest lectures on <>,5
1105,143,the pop quiz's,5
1107,211,"I did appreciate the potential for folio worthy projects. I also enjoyed working for a real client, with industry relevance.",5
1108,516,Labs and tutorials as they cement the knowledge gained during lectures,5
107,517,Including many services,5
1109,43,"The actual content of the first few weeks were good, it is an interesting subject and certainly applicable.",5
1110,202,Interesting approach to learning.  Great to deal with young intelligent respectful students.,5
1111,117,<> the ledge,5
1112,121,"Both the first and second portions of the subject were very well presented and provided a lot of good information.
I had found that the <> Project was alot of fun in hindsight despite getting stuck multiple times throughout its development.",5
1113,19,the open book mid semester test. much more like the real world were you are allowed to look at your notes actually encouraged to.,5
1114,326,"the interaction and involvement, particularly tutorials",5
1115,43,The newsletters are good for the organizing everything in this unit.,5
1115,46,We did learn how to write a research paper through this unit.,5
1116,515,"The tutor has a good sense of humour and likable.
The tutor is qualified and highly skilled.
The course content is excellent.
The subject convener has implemented a good learning process.",5
1117,483,The subject as a whole was very interesting and the semester went smoothly. Just fix up exam revision and guidance and it would be a well rounded subject that’s taught very well,5
1118,18,Very informative. A very well like Unit,5
1118,10,The best aspect of this seminar is that is provides more interaction among the students as well as the lecturer,5
112,80,I liked the class not being too big and the support of the teaching,5
1119,138,The flexibility of choosing your own research topic and the variety of lectures provided. the lectures were all very interesting and loved having guest lecturers from different fields come in to speak.,5
1120,328,The discussions that <> facilitated for us. It extended my thinking and listening to me peers gave me much to think about.,5
1121,518,The only good aspects of this course was to find out how little I know and what I need to know for future.,5
1122,42,<>. <> is fantastic too.,5
1123,370,Excellent examples,5
113,458,The itnerview great assighment.,5
1124,88,should get a review of test1 and test2. I think we should get to know what is correct and wrong in test1 and test2.,5
1125,180,"Definitely the idea of peer assessments! It was interesting to see what other students (albeit anonymous to the student markers) thought and wrote, especially for the Journal sections. The essay topic '<>' was actually such an interesting topic too! I actually enjoyed researching the concepts and mass discussions plus debates over this concept!",5
1126,89,"Self learning 

Best subject in Uni! 

every subjects should be like this",5
114,10,"Topics of <> very complex, interesting.",5
113,199,The tute moduels worth <> becuase you could do them in your own time and didnt have to rely on people.,5
1127,368,Great sessions and supporting materials that help me in each stage of the assignments.,5
1127,258,Pushing the boundaries and exploring design elements which are beyond year <>.,5
